# lxx versification -> KJV standard; single-verse diffs only (identity elsewhere). Source: STEPBible TVTMS (CC-BY). shoresh versification.build
source_ref	standard_ref	action
PSA 119:5	PSA 120:5	Renumber verse
PSA 119:6	PSA 120:6	Renumber verse
PSA 119:7	PSA 120:7	Renumber verse
PSA 11:1	PSA 12:title	Renumber title
PSA 11:2	PSA 12:1	Renumber verse
PSA 11:3	PSA 12:2	Renumber verse
PSA 11:4	PSA 12:3	Renumber verse
PSA 11:5	PSA 12:4	Renumber verse
PSA 11:6	PSA 12:5	Renumber verse
PSA 11:7	PSA 12:6	Renumber verse
PSA 11:8	PSA 12:7	Renumber verse
PSA 11:9	PSA 12:8	Renumber verse
PSA 120:1	PSA 121:1	Renumber verse
PSA 120:2	PSA 121:2	Renumber verse
PSA 120:3	PSA 121:3	Renumber verse
PSA 120:4	PSA 121:4	Renumber verse
PSA 120:5	PSA 121:5	Renumber verse
PSA 120:6	PSA 121:6	Renumber verse
PSA 120:7	PSA 121:7	Renumber verse
PSA 120:8	PSA 121:8	Renumber verse
PSA 121:1	PSA 122:1	Renumber verse
PSA 121:2	PSA 122:2	Renumber verse
PSA 121:3	PSA 122:3	Renumber verse
PSA 121:4	PSA 122:4	Renumber verse
PSA 121:5	PSA 122:5	Renumber verse
PSA 121:6	PSA 122:6	Renumber verse
PSA 121:7	PSA 122:7	Renumber verse
PSA 121:8	PSA 122:8	Renumber verse
PSA 121:9	PSA 122:9	Renumber verse
PSA 122:1	PSA 123:1	Renumber verse
PSA 122:2	PSA 123:2	Renumber verse
PSA 122:3	PSA 123:3	Renumber verse
PSA 122:4	PSA 123:4	Renumber verse
PSA 123:1	PSA 124:1	Renumber verse
PSA 123:2	PSA 124:2	Renumber verse
PSA 123:3	PSA 124:3	Renumber verse
PSA 123:4	PSA 124:4	Renumber verse
PSA 123:5	PSA 124:5	Renumber verse
PSA 123:6	PSA 124:6	Renumber verse
PSA 123:7	PSA 124:7	Renumber verse
PSA 123:8	PSA 124:8	Renumber verse
PSA 124:1	PSA 125:1	Renumber verse
PSA 124:2	PSA 125:2	Renumber verse
PSA 124:3	PSA 125:3	Renumber verse
PSA 124:4	PSA 125:4	Renumber verse
PSA 124:5	PSA 125:5	Renumber verse
PSA 125:1	PSA 126:1	Renumber verse
PSA 125:2	PSA 126:2	Renumber verse
PSA 125:3	PSA 126:3	Renumber verse
PSA 125:4	PSA 126:4	Renumber verse
PSA 125:5	PSA 126:5	Renumber verse
PSA 125:6	PSA 126:6	Renumber verse
PSA 126:1	PSA 127:1	Renumber verse
PSA 126:2	PSA 127:2	Renumber verse
PSA 126:3	PSA 127:3	Renumber verse
PSA 126:4	PSA 127:4	Renumber verse
PSA 126:5	PSA 127:5	Renumber verse
PSA 127:1	PSA 128:1	Renumber verse
PSA 127:2	PSA 128:2	Renumber verse
PSA 127:3	PSA 128:3	Renumber verse
PSA 127:4	PSA 128:4	Renumber verse
PSA 127:5	PSA 128:5	Renumber verse
PSA 127:6	PSA 128:6	Renumber verse
PSA 128:1	PSA 129:1	Renumber verse
PSA 128:2	PSA 129:2	Renumber verse
PSA 128:3	PSA 129:3	Renumber verse
PSA 128:4	PSA 129:4	Renumber verse
PSA 128:5	PSA 129:5	Renumber verse
PSA 128:6	PSA 129:6	Renumber verse
PSA 128:7	PSA 129:7	Renumber verse
PSA 128:8	PSA 129:8	Renumber verse
PSA 129:1	PSA 130:1	Renumber verse
PSA 129:2	PSA 130:2	Renumber verse
PSA 129:3	PSA 130:3	Renumber verse
PSA 129:4	PSA 130:4	Renumber verse
PSA 129:5	PSA 130:5	Renumber verse
PSA 129:6	PSA 130:6	Renumber verse
PSA 129:7	PSA 130:7	Renumber verse
PSA 129:8	PSA 130:8	Renumber verse
PSA 12:1	PSA 13:title	Renumber title
PSA 12:2	PSA 13:1	Renumber verse
PSA 12:3	PSA 13:2	Renumber verse
PSA 12:4	PSA 13:3	Renumber verse
PSA 12:5	PSA 13:4	Renumber verse
PSA 130:1	PSA 131:1	Renumber verse
PSA 130:2	PSA 131:2	Renumber verse
PSA 130:3	PSA 131:3	Renumber verse
PSA 131:1	PSA 132:1	Renumber verse
PSA 131:10	PSA 132:10	Renumber verse
PSA 131:11	PSA 132:11	Renumber verse
PSA 131:12	PSA 132:12	Renumber verse
PSA 131:13	PSA 132:13	Renumber verse
PSA 131:14	PSA 132:14	Renumber verse
PSA 131:15	PSA 132:15	Renumber verse
PSA 131:16	PSA 132:16	Renumber verse
PSA 131:17	PSA 132:17	Renumber verse
PSA 131:18	PSA 132:18	Renumber verse
PSA 131:2	PSA 132:2	Renumber verse
PSA 131:3	PSA 132:3	Renumber verse
PSA 131:4	PSA 132:4	Renumber verse
PSA 131:5	PSA 132:5	Renumber verse
PSA 131:6	PSA 132:6	Renumber verse
PSA 131:7	PSA 132:7	Renumber verse
PSA 131:8	PSA 132:8	Renumber verse
PSA 131:9	PSA 132:9	Renumber verse
PSA 132:1	PSA 133:1	Renumber verse
PSA 132:2	PSA 133:2	Renumber verse
PSA 132:3	PSA 133:3	Renumber verse
PSA 133:1	PSA 134:1	Renumber verse
PSA 133:2	PSA 134:2	Renumber verse
PSA 133:3	PSA 134:3	Renumber verse
PSA 134:1	PSA 135:1	Renumber verse
PSA 134:10	PSA 135:10	Renumber verse
PSA 134:11	PSA 135:11	Renumber verse
PSA 134:12	PSA 135:12	Renumber verse
PSA 134:13	PSA 135:13	Renumber verse
PSA 134:14	PSA 135:14	Renumber verse
PSA 134:15	PSA 135:15	Renumber verse
PSA 134:16	PSA 135:16	Renumber verse
PSA 134:17	PSA 135:17	Renumber verse
PSA 134:18	PSA 135:18	Renumber verse
PSA 134:19	PSA 135:19	Renumber verse
PSA 134:2	PSA 135:2	Renumber verse
PSA 134:20	PSA 135:20	Renumber verse
PSA 134:21	PSA 135:21	Renumber verse
PSA 134:3	PSA 135:3	Renumber verse
PSA 134:4	PSA 135:4	Renumber verse
PSA 134:5	PSA 135:5	Renumber verse
PSA 134:6	PSA 135:6	Renumber verse
PSA 134:7	PSA 135:7	Renumber verse
PSA 134:8	PSA 135:8	Renumber verse
PSA 134:9	PSA 135:9	Renumber verse
PSA 135:1	PSA 136:1	Renumber verse
PSA 135:10	PSA 136:10	Renumber verse
PSA 135:11	PSA 136:11	Renumber verse
PSA 135:12	PSA 136:12	Renumber verse
PSA 135:13	PSA 136:13	Renumber verse
PSA 135:14	PSA 136:14	Renumber verse
PSA 135:15	PSA 136:15	Renumber verse
PSA 135:16	PSA 136:16	Renumber verse
PSA 135:17	PSA 136:17	Renumber verse
PSA 135:18	PSA 136:18	Renumber verse
PSA 135:19	PSA 136:19	Renumber verse
PSA 135:2	PSA 136:2	Renumber verse
PSA 135:20	PSA 136:20	Renumber verse
PSA 135:21	PSA 136:21	Renumber verse
PSA 135:22	PSA 136:22	Renumber verse
PSA 135:23	PSA 136:23	Renumber verse
PSA 135:24	PSA 136:24	Renumber verse
PSA 135:25	PSA 136:25	Renumber verse
PSA 135:26	PSA 136:26	Renumber verse
PSA 135:3	PSA 136:3	Renumber verse
PSA 135:4	PSA 136:4	Renumber verse
PSA 135:5	PSA 136:5	Renumber verse
PSA 135:6	PSA 136:6	Renumber verse
PSA 135:7	PSA 136:7	Renumber verse
PSA 135:8	PSA 136:8	Renumber verse
PSA 135:9	PSA 136:9	Renumber verse
PSA 136:1	PSA 137:1	Renumber verse
PSA 136:2	PSA 137:2	Renumber verse
PSA 136:3	PSA 137:3	Renumber verse
PSA 136:4	PSA 137:4	Renumber verse
PSA 136:5	PSA 137:5	Renumber verse
PSA 136:6	PSA 137:6	Renumber verse
PSA 136:7	PSA 137:7	Renumber verse
PSA 136:8	PSA 137:8	Renumber verse
PSA 136:9	PSA 137:9	Renumber verse
PSA 137:1	PSA 138:1	Renumber verse
PSA 137:2	PSA 138:2	Renumber verse
PSA 137:3	PSA 138:3	Renumber verse
PSA 137:4	PSA 138:4	Renumber verse
PSA 137:5	PSA 138:5	Renumber verse
PSA 137:6	PSA 138:6	Renumber verse
PSA 137:7	PSA 138:7	Renumber verse
PSA 137:8	PSA 138:8	Renumber verse
PSA 138:1	PSA 139:1	Renumber verse
PSA 138:10	PSA 139:10	Renumber verse
PSA 138:11	PSA 139:11	Renumber verse
PSA 138:12	PSA 139:12	Renumber verse
PSA 138:13	PSA 139:13	Renumber verse
PSA 138:14	PSA 139:14	Renumber verse
PSA 138:15	PSA 139:15	Renumber verse
PSA 138:16	PSA 139:16	Renumber verse
PSA 138:17	PSA 139:17	Renumber verse
PSA 138:18	PSA 139:18	Renumber verse
PSA 138:19	PSA 139:19	Renumber verse
PSA 138:2	PSA 139:2	Renumber verse
PSA 138:20	PSA 139:20	Renumber verse
PSA 138:21	PSA 139:21	Renumber verse
PSA 138:22	PSA 139:22	Renumber verse
PSA 138:23	PSA 139:23	Renumber verse
PSA 138:24	PSA 139:24	Renumber verse
PSA 138:3	PSA 139:3	Renumber verse
PSA 138:4	PSA 139:4	Renumber verse
PSA 138:5	PSA 139:5	Renumber verse
PSA 138:6	PSA 139:6	Renumber verse
PSA 138:7	PSA 139:7	Renumber verse
PSA 138:8	PSA 139:8	Renumber verse
PSA 138:9	PSA 139:9	Renumber verse
PSA 139:1	PSA 140:title	Renumber title
PSA 139:10	PSA 140:9	Renumber verse
PSA 139:11	PSA 140:10	Renumber verse
PSA 139:12	PSA 140:11	Renumber verse
PSA 139:13	PSA 140:12	Renumber verse
PSA 139:14	PSA 140:13	Renumber verse
PSA 139:2	PSA 140:1	Renumber verse
PSA 139:3	PSA 140:2	Renumber verse
PSA 139:4	PSA 140:3	Renumber verse
PSA 139:5	PSA 140:4	Renumber verse
PSA 139:6	PSA 140:5	Renumber verse
PSA 139:7	PSA 140:6	Renumber verse
PSA 139:8	PSA 140:7	Renumber verse
PSA 139:9	PSA 140:8	Renumber verse
PSA 13:1	PSA 14:1	Renumber verse
PSA 13:2	PSA 14:2	Renumber verse
PSA 13:3	PSA 14:3	Renumber verse
PSA 13:4	PSA 14:4	Renumber verse
PSA 13:5	PSA 14:5	Renumber verse
PSA 13:6	PSA 14:6	Renumber verse
PSA 13:7	PSA 14:7	Renumber verse
PSA 140:1	PSA 141:1	Renumber verse
PSA 140:10	PSA 141:10	Renumber verse
PSA 140:2	PSA 141:2	Renumber verse
PSA 140:3	PSA 141:3	Renumber verse
PSA 140:4	PSA 141:4	Renumber verse
PSA 140:5	PSA 141:5	Renumber verse
PSA 140:6	PSA 141:6	Renumber verse
PSA 140:7	PSA 141:7	Renumber verse
PSA 140:8	PSA 141:8	Renumber verse
PSA 140:9	PSA 141:9	Renumber verse
PSA 141:1	PSA 142:title	Renumber title
PSA 141:2	PSA 142:1	Renumber verse
PSA 141:3	PSA 142:2	Renumber verse
PSA 141:4	PSA 142:3	Renumber verse
PSA 141:5	PSA 142:4	Renumber verse
PSA 141:6	PSA 142:5	Renumber verse
PSA 141:7	PSA 142:6	Renumber verse
PSA 141:8	PSA 142:7	Renumber verse
PSA 142:1	PSA 143:1	Renumber verse
PSA 142:10	PSA 143:10	Renumber verse
PSA 142:11	PSA 143:11	Renumber verse
PSA 142:12	PSA 143:12	Renumber verse
PSA 142:2	PSA 143:2	Renumber verse
PSA 142:3	PSA 143:3	Renumber verse
PSA 142:4	PSA 143:4	Renumber verse
PSA 142:5	PSA 143:5	Renumber verse
PSA 142:6	PSA 143:6	Renumber verse
PSA 142:7	PSA 143:7	Renumber verse
PSA 142:8	PSA 143:8	Renumber verse
PSA 142:9	PSA 143:9	Renumber verse
PSA 143:1	PSA 144:1	Renumber verse
PSA 143:10	PSA 144:10	Renumber verse
PSA 143:11	PSA 144:11	Renumber verse
PSA 143:12	PSA 144:12	Renumber verse
PSA 143:13	PSA 144:13	Renumber verse
PSA 143:14	PSA 144:14	Renumber verse
PSA 143:15	PSA 144:15	Renumber verse
PSA 143:2	PSA 144:2	Renumber verse
PSA 143:3	PSA 144:3	Renumber verse
PSA 143:4	PSA 144:4	Renumber verse
PSA 143:5	PSA 144:5	Renumber verse
PSA 143:6	PSA 144:6	Renumber verse
PSA 143:7	PSA 144:7	Renumber verse
PSA 143:8	PSA 144:8	Renumber verse
PSA 143:9	PSA 144:9	Renumber verse
PSA 144:1	PSA 145:1	Renumber verse
PSA 144:10	PSA 145:10	Renumber verse
PSA 144:11	PSA 145:11	Renumber verse
PSA 144:12	PSA 145:12	Renumber verse
PSA 144:13	PSA 145:13	Renumber verse
PSA 144:14	PSA 145:14	Renumber verse
PSA 144:15	PSA 145:15	Renumber verse
PSA 144:16	PSA 145:16	Renumber verse
PSA 144:17	PSA 145:17	Renumber verse
PSA 144:18	PSA 145:18	Renumber verse
PSA 144:19	PSA 145:19	Renumber verse
PSA 144:2	PSA 145:2	Renumber verse
PSA 144:20	PSA 145:20	Renumber verse
PSA 144:21	PSA 145:21	Renumber verse
PSA 144:3	PSA 145:3	Renumber verse
PSA 144:4	PSA 145:4	Renumber verse
PSA 144:5	PSA 145:5	Renumber verse
PSA 144:6	PSA 145:6	Renumber verse
PSA 144:7	PSA 145:7	Renumber verse
PSA 144:8	PSA 145:8	Renumber verse
PSA 144:9	PSA 145:9	Renumber verse
PSA 145:1	PSA 146:1	Renumber verse
PSA 145:10	PSA 146:10	Renumber verse
PSA 145:2	PSA 146:2	Renumber verse
PSA 145:3	PSA 146:3	Renumber verse
PSA 145:4	PSA 146:4	Renumber verse
PSA 145:5	PSA 146:5	Renumber verse
PSA 145:6	PSA 146:6	Renumber verse
PSA 145:7	PSA 146:7	Renumber verse
PSA 145:8	PSA 146:8	Renumber verse
PSA 145:9	PSA 146:9	Renumber verse
PSA 146:1	PSA 147:1	Renumber verse
PSA 146:10	PSA 147:10	Renumber verse
PSA 146:11	PSA 147:11	Renumber verse
PSA 146:2	PSA 147:2	Renumber verse
PSA 146:3	PSA 147:3	Renumber verse
PSA 146:4	PSA 147:4	Renumber verse
PSA 146:5	PSA 147:5	Renumber verse
PSA 146:6	PSA 147:6	Renumber verse
PSA 146:7	PSA 147:7	Renumber verse
PSA 146:8	PSA 147:8	Renumber verse
PSA 146:9	PSA 147:9	Renumber verse
PSA 147:1	PSA 147:12	Renumber verse
PSA 147:2	PSA 147:13	Renumber verse
PSA 147:3	PSA 147:14	Renumber verse
PSA 147:4	PSA 147:15	Renumber verse
PSA 147:5	PSA 147:16	Renumber verse
PSA 147:6	PSA 147:17	Renumber verse
PSA 147:7	PSA 147:18	Renumber verse
PSA 147:8	PSA 147:19	Renumber verse
PSA 147:9	PSA 147:20	Renumber verse
PSA 14:1	PSA 15:1	Renumber verse
PSA 14:2	PSA 15:2	Renumber verse
PSA 14:3	PSA 15:3	Renumber verse
PSA 14:4	PSA 15:4	Renumber verse
PSA 14:5	PSA 15:5	Renumber verse
PSA 151:1	PS2 1:1	Renumber verse*
PSA 151:2	PS2 1:2	Renumber verse*
PSA 151:3	PS2 1:3	Renumber verse*
PSA 151:4	PS2 1:4	Renumber verse*
PSA 151:5	PS2 1:5	Renumber verse*
PSA 151:6	PS2 1:6	Renumber verse*
PSA 151:7	PS2 1:7	Renumber verse*
PSA 15:1	PSA 16:1	Renumber verse
PSA 15:10	PSA 16:10	Renumber verse
PSA 15:11	PSA 16:11	Renumber verse
PSA 15:2	PSA 16:2	Renumber verse
PSA 15:3	PSA 16:3	Renumber verse
PSA 15:4	PSA 16:4	Renumber verse
PSA 15:5	PSA 16:5	Renumber verse
PSA 15:6	PSA 16:6	Renumber verse
PSA 15:7	PSA 16:7	Renumber verse
PSA 15:8	PSA 16:8	Renumber verse
PSA 15:9	PSA 16:9	Renumber verse
PSA 16:1	PSA 17:1	Renumber verse
PSA 16:10	PSA 17:10	Renumber verse
PSA 16:11	PSA 17:11	Renumber verse
PSA 16:12	PSA 17:12	Renumber verse
PSA 16:13	PSA 17:13	Renumber verse
PSA 16:14	PSA 17:14	Renumber verse
PSA 16:15	PSA 17:15	Renumber verse
PSA 16:2	PSA 17:2	Renumber verse
PSA 16:3	PSA 17:3	Renumber verse
PSA 16:4	PSA 17:4	Renumber verse
PSA 16:5	PSA 17:5	Renumber verse
PSA 16:6	PSA 17:6	Renumber verse
PSA 16:7	PSA 17:7	Renumber verse
PSA 16:8	PSA 17:8	Renumber verse
PSA 16:9	PSA 17:9	Renumber verse
PSA 17:1	PSA 18:title	Renumber title
PSA 17:10	PSA 18:9	Renumber verse
PSA 17:11	PSA 18:10	Renumber verse
PSA 17:12	PSA 18:11	Renumber verse
PSA 17:13	PSA 18:12	Renumber verse
PSA 17:14	PSA 18:13	Renumber verse
PSA 17:15	PSA 18:14	Renumber verse
PSA 17:16	PSA 18:15	Renumber verse
PSA 17:17	PSA 18:16	Renumber verse
PSA 17:18	PSA 18:17	Renumber verse
PSA 17:19	PSA 18:18	Renumber verse
PSA 17:2	PSA 18:1	Renumber verse
PSA 17:20	PSA 18:19	Renumber verse
PSA 17:21	PSA 18:20	Renumber verse
PSA 17:22	PSA 18:21	Renumber verse
PSA 17:23	PSA 18:22	Renumber verse
PSA 17:24	PSA 18:23	Renumber verse
PSA 17:25	PSA 18:24	Renumber verse
PSA 17:26	PSA 18:25	Renumber verse
PSA 17:27	PSA 18:26	Renumber verse
PSA 17:28	PSA 18:27	Renumber verse
PSA 17:29	PSA 18:28	Renumber verse
PSA 17:3	PSA 18:2	Renumber verse
PSA 17:30	PSA 18:29	Renumber verse
PSA 17:31	PSA 18:30	Renumber verse
PSA 17:32	PSA 18:31	Renumber verse
PSA 17:33	PSA 18:32	Renumber verse
PSA 17:34	PSA 18:33	Renumber verse
PSA 17:35	PSA 18:34	Renumber verse
PSA 17:36	PSA 18:35	Renumber verse
PSA 17:37	PSA 18:36	Renumber verse
PSA 17:38	PSA 18:37	Renumber verse
PSA 17:39	PSA 18:38	Renumber verse
PSA 17:4	PSA 18:3	Renumber verse
PSA 17:40	PSA 18:39	Renumber verse
PSA 17:41	PSA 18:40	Renumber verse
PSA 17:42	PSA 18:41	Renumber verse
PSA 17:43	PSA 18:42	Renumber verse
PSA 17:44	PSA 18:43	Renumber verse
PSA 17:45	PSA 18:44	Renumber verse
PSA 17:46	PSA 18:45	Renumber verse
PSA 17:47	PSA 18:46	Renumber verse
PSA 17:48	PSA 18:47	Renumber verse
PSA 17:49	PSA 18:48	Renumber verse
PSA 17:5	PSA 18:4	Renumber verse
PSA 17:50	PSA 18:49	Renumber verse
PSA 17:51	PSA 18:50	Renumber verse
PSA 17:6	PSA 18:5	Renumber verse
PSA 17:7	PSA 18:6	Renumber verse
PSA 17:8	PSA 18:7	Renumber verse
PSA 17:9	PSA 18:8	Renumber verse
PSA 18:1	PSA 19:title	Renumber title
PSA 18:10	PSA 19:9	Renumber verse
PSA 18:11	PSA 19:10	Renumber verse
PSA 18:12	PSA 19:11	Renumber verse
PSA 18:13	PSA 19:12	Renumber verse
PSA 18:14	PSA 19:13	Renumber verse
PSA 18:15	PSA 19:14	Renumber verse
PSA 18:2	PSA 19:1	Renumber verse
PSA 18:3	PSA 19:2	Renumber verse
PSA 18:4	PSA 19:3	Renumber verse
PSA 18:5	PSA 19:4	Renumber verse
PSA 18:6	PSA 19:5	Renumber verse
PSA 18:7	PSA 19:6	Renumber verse
PSA 18:8	PSA 19:7	Renumber verse
PSA 18:9	PSA 19:8	Renumber verse
PSA 19:1	PSA 20:title	Renumber title
PSA 19:10	PSA 20:9	Renumber verse
PSA 19:2	PSA 20:1	Renumber verse
PSA 19:3	PSA 20:2	Renumber verse
PSA 19:4	PSA 20:3	Renumber verse
PSA 19:5	PSA 20:4	Renumber verse
PSA 19:6	PSA 20:5	Renumber verse
PSA 19:7	PSA 20:6	Renumber verse
PSA 19:8	PSA 20:7	Renumber verse
PSA 19:9	PSA 20:8	Renumber verse
PSA 20:1	PSA 21:title	Renumber title
PSA 20:10	PSA 21:9	Renumber verse
PSA 20:11	PSA 21:10	Renumber verse
PSA 20:12	PSA 21:11	Renumber verse
PSA 20:13	PSA 21:12	Renumber verse
PSA 20:14	PSA 21:13	Renumber verse
PSA 20:2	PSA 21:1	Renumber verse
PSA 20:3	PSA 21:2	Renumber verse
PSA 20:4	PSA 21:3	Renumber verse
PSA 20:5	PSA 21:4	Renumber verse
PSA 20:6	PSA 21:5	Renumber verse
PSA 20:7	PSA 21:6	Renumber verse
PSA 20:8	PSA 21:7	Renumber verse
PSA 20:9	PSA 21:8	Renumber verse
PSA 21:1	PSA 22:title	Renumber title
PSA 21:10	PSA 22:9	Renumber verse
PSA 21:11	PSA 22:10	Renumber verse
PSA 21:12	PSA 22:11	Renumber verse
PSA 21:13	PSA 22:12	Renumber verse
PSA 21:14	PSA 22:13	Renumber verse
PSA 21:15	PSA 22:14	Renumber verse
PSA 21:16	PSA 22:15	Renumber verse
PSA 21:17	PSA 22:16	Renumber verse
PSA 21:18	PSA 22:17	Renumber verse
PSA 21:19	PSA 22:18	Renumber verse
PSA 21:2	PSA 22:1	Renumber verse
PSA 21:20	PSA 22:19	Renumber verse
PSA 21:21	PSA 22:20	Renumber verse
PSA 21:22	PSA 22:21	Renumber verse
PSA 21:23	PSA 22:22	Renumber verse
PSA 21:24	PSA 22:23	Renumber verse
PSA 21:25	PSA 22:24	Renumber verse
PSA 21:26	PSA 22:25	Renumber verse
PSA 21:27	PSA 22:26	Renumber verse
PSA 21:28	PSA 22:27	Renumber verse
PSA 21:29	PSA 22:28	Renumber verse
PSA 21:3	PSA 22:2	Renumber verse
PSA 21:30	PSA 22:29	Renumber verse
PSA 21:31	PSA 22:30	Renumber verse
PSA 21:32	PSA 22:31	Renumber verse
PSA 21:4	PSA 22:3	Renumber verse
PSA 21:5	PSA 22:4	Renumber verse
PSA 21:6	PSA 22:5	Renumber verse
PSA 21:7	PSA 22:6	Renumber verse
PSA 21:8	PSA 22:7	Renumber verse
PSA 21:9	PSA 22:8	Renumber verse
PSA 22:1	PSA 23:1	Renumber verse
PSA 22:2	PSA 23:2	Renumber verse
PSA 22:3	PSA 23:3	Renumber verse
PSA 22:4	PSA 23:4	Renumber verse
PSA 22:5	PSA 23:5	Renumber verse
PSA 22:6	PSA 23:6	Renumber verse
PSA 23:1	PSA 24:1	Renumber verse
PSA 23:10	PSA 24:10	Renumber verse
PSA 23:2	PSA 24:2	Renumber verse
PSA 23:3	PSA 24:3	Renumber verse
PSA 23:4	PSA 24:4	Renumber verse
PSA 23:5	PSA 24:5	Renumber verse
PSA 23:6	PSA 24:6	Renumber verse
PSA 23:7	PSA 24:7	Renumber verse
PSA 23:8	PSA 24:8	Renumber verse
PSA 23:9	PSA 24:9	Renumber verse
PSA 24:1	PSA 25:1	Renumber verse
PSA 24:10	PSA 25:10	Renumber verse
PSA 24:11	PSA 25:11	Renumber verse
PSA 24:12	PSA 25:12	Renumber verse
PSA 24:13	PSA 25:13	Renumber verse
PSA 24:14	PSA 25:14	Renumber verse
PSA 24:15	PSA 25:15	Renumber verse
PSA 24:16	PSA 25:16	Renumber verse
PSA 24:17	PSA 25:17	Renumber verse
PSA 24:18	PSA 25:18	Renumber verse
PSA 24:19	PSA 25:19	Renumber verse
PSA 24:2	PSA 25:2	Renumber verse
PSA 24:20	PSA 25:20	Renumber verse
PSA 24:21	PSA 25:21	Renumber verse
PSA 24:22	PSA 25:22	Renumber verse
PSA 24:3	PSA 25:3	Renumber verse
PSA 24:4	PSA 25:4	Renumber verse
PSA 24:5	PSA 25:5	Renumber verse
PSA 24:6	PSA 25:6	Renumber verse
PSA 24:7	PSA 25:7	Renumber verse
PSA 24:8	PSA 25:8	Renumber verse
PSA 24:9	PSA 25:9	Renumber verse
PSA 25:1	PSA 26:1	Renumber verse
PSA 25:10	PSA 26:10	Renumber verse
PSA 25:11	PSA 26:11	Renumber verse
PSA 25:12	PSA 26:12	Renumber verse
PSA 25:2	PSA 26:2	Renumber verse
PSA 25:3	PSA 26:3	Renumber verse
PSA 25:4	PSA 26:4	Renumber verse
PSA 25:5	PSA 26:5	Renumber verse
PSA 25:6	PSA 26:6	Renumber verse
PSA 25:7	PSA 26:7	Renumber verse
PSA 25:8	PSA 26:8	Renumber verse
PSA 25:9	PSA 26:9	Renumber verse
PSA 26:1	PSA 27:1	Renumber verse
PSA 26:10	PSA 27:10	Renumber verse
PSA 26:11	PSA 27:11	Renumber verse
PSA 26:12	PSA 27:12	Renumber verse
PSA 26:13	PSA 27:13	Renumber verse
PSA 26:14	PSA 27:14	Renumber verse
PSA 26:2	PSA 27:2	Renumber verse
PSA 26:3	PSA 27:3	Renumber verse
PSA 26:4	PSA 27:4	Renumber verse
PSA 26:5	PSA 27:5	Renumber verse
PSA 26:6	PSA 27:6	Renumber verse
PSA 26:7	PSA 27:7	Renumber verse
PSA 26:8	PSA 27:8	Renumber verse
PSA 26:9	PSA 27:9	Renumber verse
PSA 27:1	PSA 28:1	Renumber verse
PSA 27:2	PSA 28:2	Renumber verse
PSA 27:3	PSA 28:3	Renumber verse
PSA 27:4	PSA 28:4	Renumber verse
PSA 27:5	PSA 28:5	Renumber verse
PSA 27:6	PSA 28:6	Renumber verse
PSA 27:7	PSA 28:7	Renumber verse
PSA 27:8	PSA 28:8	Renumber verse
PSA 27:9	PSA 28:9	Renumber verse
PSA 28:1	PSA 29:1	Renumber verse
PSA 28:10	PSA 29:10	Renumber verse
PSA 28:11	PSA 29:11	Renumber verse
PSA 28:2	PSA 29:2	Renumber verse
PSA 28:3	PSA 29:3	Renumber verse
PSA 28:4	PSA 29:4	Renumber verse
PSA 28:5	PSA 29:5	Renumber verse
PSA 28:6	PSA 29:6	Renumber verse
PSA 28:7	PSA 29:7	Renumber verse
PSA 28:8	PSA 29:8	Renumber verse
PSA 28:9	PSA 29:9	Renumber verse
PSA 29:1	PSA 30:title	Renumber title
PSA 29:10	PSA 30:9	Renumber verse
PSA 29:11	PSA 30:10	Renumber verse
PSA 29:12	PSA 30:11	Renumber verse
PSA 29:13	PSA 30:12	Renumber verse
PSA 29:2	PSA 30:1	Renumber verse
PSA 29:3	PSA 30:2	Renumber verse
PSA 29:4	PSA 30:3	Renumber verse
PSA 29:5	PSA 30:4	Renumber verse
PSA 29:6	PSA 30:5	Renumber verse
PSA 29:7	PSA 30:6	Renumber verse
PSA 29:8	PSA 30:7	Renumber verse
PSA 29:9	PSA 30:8	Renumber verse
PSA 30:1	PSA 31:title	Renumber title
PSA 30:10	PSA 31:9	Renumber verse
PSA 30:11	PSA 31:10	Renumber verse
PSA 30:12	PSA 31:11	Renumber verse
PSA 30:13	PSA 31:12	Renumber verse
PSA 30:14	PSA 31:13	Renumber verse
PSA 30:15	PSA 31:14	Renumber verse
PSA 30:16	PSA 31:15	Renumber verse
PSA 30:17	PSA 31:16	Renumber verse
PSA 30:18	PSA 31:17	Renumber verse
PSA 30:19	PSA 31:18	Renumber verse
PSA 30:2	PSA 31:1	Renumber verse
PSA 30:20	PSA 31:19	Renumber verse
PSA 30:21	PSA 31:20	Renumber verse
PSA 30:22	PSA 31:21	Renumber verse
PSA 30:23	PSA 31:22	Renumber verse
PSA 30:24	PSA 31:23	Renumber verse
PSA 30:25	PSA 31:24	Renumber verse
PSA 30:3	PSA 31:2	Renumber verse
PSA 30:4	PSA 31:3	Renumber verse
PSA 30:5	PSA 31:4	Renumber verse
PSA 30:6	PSA 31:5	Renumber verse
PSA 30:7	PSA 31:6	Renumber verse
PSA 30:8	PSA 31:7	Renumber verse
PSA 30:9	PSA 31:8	Renumber verse
PSA 31:1	PSA 32:1	Renumber verse
PSA 31:10	PSA 32:10	Renumber verse
PSA 31:11	PSA 32:11	Renumber verse
PSA 31:2	PSA 32:2	Renumber verse
PSA 31:3	PSA 32:3	Renumber verse
PSA 31:4	PSA 32:4	Renumber verse
PSA 31:5	PSA 32:5	Renumber verse
